Symbol,Sector,industry
OVAS,Health Care,Major Pharmaceuticals
OSTK,Consumer Services,Catalog/Specialty Distribution
OXBR,Finance,Property-Casualty Insurers
OXBRW,Finance,Property-Casualty Insurers
OXFD,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OXLC,n/a,n/a
OXLCN,n/a,n/a
OXLCO,n/a,n/a
OXGN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PFIN,Technology,Industrial Machinery/Components
PTSI,Transportation,Trucking Freight/Courier Services
PCAR,Capital Goods,Auto Manufacturing
PACE,Finance,Business Services
PACEU,Finance,Business Services
PACEW,Finance,Business Services
PACB,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PCBK,Finance,Major Banks
PEIX,Basic Industries,Major Chemicals
PMBC,Finance,Major Banks
PPBI,Finance,Major Banks
PAAC,Finance,Business Services
PAACR,Finance,Business Services
PAACU,Finance,Business Services
PAACW,Finance,Business Services
PSUN,Consumer Services,Clothing/Shoe/Accessory Stores
PCRX,Health Care,Major Pharmaceuticals
PACW,Finance,Major Banks
PTIE,Health Care,Major Pharmaceuticals
PAAS,Basic Industries,Precious Metals
PNRA,Consumer Services,Restaurants
PANL,Transportation,Marine Transportation
PZZA,Consumer Services,Restaurants
FRSH,Consumer Services,Restaurants
PRGN,Transportation,Marine Transportation
PRGNL,Transportation,Marine Transportation
PRTK,Health Care,Major Pharmaceuticals
PRXL,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PCYG,Technology,EDP Services
PSTB,Finance,Major Banks
PKBK,Finance,Major Banks
PRKR,Technology,Radio And Television Broadcasting And Communications Equipment
PKOH,Capital Goods,Industrial Specialties
PARN,Health Care,Major Pharmaceuticals
PTNR,Public Utilities,Telecommunications Equipment
PBHC,Finance,Major Banks
PATK,Basic Industries,Forest Products
PNBK,Finance,Major Banks
PATI,Transportation,Trucking Freight/Courier Services
PEGI,Public Utilities,Electric Utilities: Central
PDCO,Health Care,Medical Specialities
PTEN,Energy,Oil & Gas Production
PAYX,Consumer Services,Diversified Commercial Services
PCTY,Technology,Computer Software: Prepackaged Software
PYDS,Finance,Investment Bankers/Brokers/Service
PYPL,Miscellaneous,Business Services
PCCC,Consumer Services,Catalog/Specialty Distribution
PCMI,Consumer Services,Catalog/Specialty Distribution
PCTI,Technology,Radio And Television Broadcasting And Communications Equipment
PDCE,Energy,Oil & Gas Production
PDFS,Technology,EDP Services
PDII,Miscellaneous,Business Services
PDLI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PDVW,Public Utilities,Telecommunications Equipment
SKIS,Consumer Services,Hotels/Resorts
PGC,Finance,Commercial Banks
PEGA,Technology,EDP Services
PCO,Miscellaneous,Multi-Sector Companies
PENN,Consumer Services,Hotels/Resorts
PFLT,n/a,n/a
PNNT,n/a,n/a
PWOD,Finance,Major Banks
PTXP,Public Utilities,Natural Gas Distribution
PEBO,Finance,Major Banks
PEBK,Finance,Major Banks
PFBX,Finance,Major Banks
PFIS,Finance,Major Banks
PBCT,Finance,Savings Institutions
PUB,Finance,Major Banks
PRCP,Capital Goods,Electronic Components
PPHM,Health Care,Major Pharmaceuticals
PPHMP,Health Care,Major Pharmaceuticals
PRFT,Technology,EDP Services
PFMT,Consumer Services,Other Consumer Services
PERF,Consumer Services,Other Specialty Stores
PERI,Technology,EDP Services
PESI,Basic Industries,Environmental Services
PTX,Health Care,Major Pharmaceuticals
PERY,Consumer Non-Durables,Apparel
PRSN,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PRSNW,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PGLC,Basic Industries,Precious Metals
PETS,Health Care,Medical/Nursing Services
PFSW,Miscellaneous,Business Services
PGTI,Capital Goods,Building Products
PHII,Transportation,Transportation Services
PHIIK,Transportation,Transportation Services
PAHC,Health Care,Major Pharmaceuticals
PHMD,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PLAB,Technology,Semiconductors
PICO,Finance,Real Estate
PIRS,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PPC,Consumer Non-Durables,Meat/Poultry/Fish
PME,n/a,n/a
PNK,Consumer Services,Hotels/Resorts
PNFP,Finance,Major Banks
PPSI,Consumer Durables,Electrical Products
PXLW,Technology,Semiconductors
PLNR,Capital Goods,Industrial Machinery/Components
PLPM,Miscellaneous,Business Services
PLXS,Technology,Electrical Products
PLUG,Energy,Industrial Machinery/Components
PLBC,Finance,Finance Companies
PSTI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PMCS,Technology,Semiconductors
PBSK,Finance,Savings Institutions
PNTR,Technology,Radio And Television Broadcasting And Communications Equipment
PCOM,Miscellaneous,Business Services
PBCP,Finance,Savings Institutions
PLCM,Public Utilities,Telecommunications Equipment
POOL,Consumer Durables,Industrial Specialties
POPE,Consumer Non-Durables,Environmental Services
PLKI,Consumer Services,Restaurants
BPOP,Finance,Major Banks
BPOPM,Finance,Major Banks
BPOPN,Finance,Major Banks
PBIB,Finance,Major Banks
PTLA,Health Care,Major Pharmaceuticals
PBPB,Consumer Services,Restaurants
PCH,Consumer Services,Real Estate Investment Trusts
POWL,Consumer Durables,Electrical Products
POWI,Technology,Semiconductors
PSIX,Energy,Industrial Machinery/Components
PDBC,n/a,n/a
DWTR,n/a,n/a
IDLB,n/a,n/a
PRFZ,n/a,n/a
PAGG,n/a,n/a
PSAU,n/a,n/a
IPKW,n/a,n/a
LDRI,n/a,n/a
LALT,n/a,n/a
PNQI,n/a,n/a
QQQ,n/a,n/a
USLB,n/a,n/a
PSCD,n/a,n/a
PSCC,n/a,n/a
PSCE,n/a,n/a
PSCF,n/a,n/a
PSCH,n/a,n/a
PSCI,n/a,n/a
PSCT,n/a,n/a
PSCM,n/a,n/a
PSCU,n/a,n/a
POZN,Health Care,Major Pharmaceuticals
PRAA,Finance,Finance: Consumer Services
PRAH,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRAN,Health Care,Major Pharmaceuticals
PFBC,n/a,n/a
PLPC,Basic Industries,Water Supply
PRXI,Consumer Services,Services-Misc. Amusement & Recreation
PFBI,Finance,Major Banks
PINC,Consumer Services,Other Consumer Services
LENS,Health Care,Medical/Dental Instruments
PRGX,Consumer Services,Diversified Commercial Services
PSMT,Consumer Services,Department/Specialty Retail Stores
PBMD,Health Care,Major Pharmaceuticals
PNRG,Energy,Oil & Gas Production
PRMW,Consumer Non-Durables,Food Distributors
PRIM,Basic Industries,Water Supply
PRZM,Miscellaneous,Business Services
PVTB,Finance,Major Banks
PVTBP,Finance,Major Banks
PDEX,Health Care,Medical/Dental Instruments
IPDN,Technology,"Computer Software: Programming, Data Processing"
PFIE,Energy,Metal Fabrications
PGNX,Health Care,Major Pharmaceuticals
PRGS,Technology,Computer Software: Prepackaged Software
DNAI,Health Care,Major Pharmaceuticals
PFPT,Technology,EDP Services
PRPH,Health Care,Major Pharmaceuticals
PRQR,Health Care,Major Pharmaceuticals
BIB,n/a,n/a
UBIO,n/a,n/a
TQQQ,n/a,n/a
ZBIO,n/a,n/a
SQQQ,n/a,n/a
BIS,n/a,n/a
PSEC,n/a,n/a
PRTO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRTA,Health Care,Major Pharmaceuticals
PWX,Transportation,Railroads
PVBC,Finance,Savings Institutions
PROV,Finance,Savings Institutions
PBIP,Finance,Banks
PSBH,Finance,Savings Institutions
PSDV,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PMD,Health Care,Medical Specialities
PTC,Technology,Computer Software: Prepackaged Software
PTCT,Health Care,Major Pharmaceuticals
PULB,Finance,Savings Institutions
PULM,Health Care,Major Pharmaceuticals
PCYO,Public Utilities,Water Supply
PXS,Transportation,Marine Transportation
QADA,Technology,Computer Software: Prepackaged Software
QADB,Technology,Computer Software: Prepackaged Software
QCCO,Finance,Investment Bankers/Brokers/Service
QCRH,Finance,Major Banks
QGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QIWI,Miscellaneous,Business Services
QKLS,Consumer Services,Food Chains
QLIK,Technology,Computer Software: Prepackaged Software
QLGC,Technology,Computer Communications Equipment
QLTI,Health Care,Major Pharmaceuticals
QRVO,Technology,Semiconductors
QCOM,Technology,Radio And Television Broadcasting And Communications Equipment
QSII,Technology,EDP Services
QBAK,Technology,Electronic Components
QLYS,Technology,Computer Software: Prepackaged Software
QTWW,Capital Goods,Auto Parts:O.E.M.
QRHC,Technology,Diversified Commercial Services
QUIK,Technology,Semiconductors
QDEL,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QPAC,Finance,Business Services
QPACU,Finance,Business Services
QPACW,Finance,Business Services
QNST,Miscellaneous,Business Services
QUMU,Technology,Computer Software: Prepackaged Software
QUNR,Technology,"Computer Software: Programming, Data Processing"
QTNT,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
RRD,Miscellaneous,Publishing
RADA,Consumer Non-Durables,Electronic Components
RDCM,Technology,Computer peripheral equipment
ROIA,Consumer Services,Broadcasting
ROIAK,Consumer Services,Broadcasting
RSYS,Technology,Computer peripheral equipment
RDUS,Health Care,Major Pharmaceuticals
RDNT,Health Care,Medical Specialities
RDWR,Miscellaneous,Business Services
RMBS,Technology,Semiconductors
RAND,n/a,n/a
RLOG,Consumer Services,Marine Transportation
GOLD,Basic Industries,Precious Metals
RPD,Technology,Computer Software: Prepackaged Software
RPTP,Health Care,Major Pharmaceuticals
RAVE,Consumer Non-Durables,Food Distributors
RAVN,Capital Goods,Specialty Chemicals
ROLL,Capital Goods,Metal Fabrications
RICK,Consumer Services,Restaurants
RCMT,Technology,Professional Services
RLOC,Technology,Advertising
RDI,Consumer Services,Movies/Entertainment
RDIB,Consumer Services,Movies/Entertainment
RGSE,Basic Industries,Engineering & Construction
RELY,Consumer Non-Durables,Telecommunications Equipment
RNWK,Technology,EDP Services
RP,Technology,Computer Software: Prepackaged Software
UTES,n/a,n/a
DAX,n/a,n/a
UK,n/a,n/a
QYLD,n/a,n/a
RCON,Energy,Oilfield Services/Equipment
REPH,Health Care,Major Pharmaceuticals
RRGB,Consumer Services,Restaurants
RDHL,Health Care,Major Pharmaceuticals
REDF,Technology,EDP Services
REGN,Health Care,Major Pharmaceuticals
RGNX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLS,Health Care,Major Pharmaceuticals
REIS,Miscellaneous,Business Services
RELV,Health Care,Major Pharmaceuticals
RLYP,Health Care,Major Pharmaceuticals
MARK,Consumer Services,Telecommunications Equipment
RNST,Finance,Major Banks
REGI,Basic Industries,Major Chemicals
RNVA,Technology,EDP Services
RCII,Technology,Diversified Commercial Services
RTK,Basic Industries,Agricultural Chemicals
RENT,Miscellaneous,Business Services
RGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RPRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RPRXW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RPRXZ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RJET,Transportation,Air Freight/Delivery Services
RBCAA,Finance,Major Banks
FRBK,Finance,Major Banks
REFR,Miscellaneous,Multi-Sector Companies
RESN,Technology,Semiconductors
REXI,Finance,Finance/Investors Services
RECN,Miscellaneous,Business Services
ROIC,Consumer Services,Real Estate Investment Trusts
SALE,Consumer Services,Advertising
RTRX,Health Care,Major Pharmaceuticals
RVNC,Health Care,Major Pharmaceuticals
RVLT,Consumer Durables,Building Products
RWLK,Health Care,Industrial Specialties
REXX,Energy,Oil & Gas Production
RFIL,Capital Goods,Electrical Products
RGCO,Public Utilities,Oil & Gas Production
RIBT,Consumer Non-Durables,Packaged Foods
RIBTW,Consumer Non-Durables,Packaged Foods
RELL,Consumer Non-Durables,Electronic Components
RIGL,Health Care,Major Pharmaceuticals
NAME,Miscellaneous,Business Services
RNET,Consumer Services,Telecommunications Equipment
RITT,Consumer Durables,Telecommunications Equipment
RITTW,Consumer Durables,Telecommunications Equipment
RTTR,Health Care,Major Pharmaceuticals
RIVR,Finance,Savings Institutions
RVSB,Finance,Savings Institutions
RLJE,Consumer Services,Movies/Entertainment
RMGN,Miscellaneous,Business Services
ROBO,n/a,n/a
FUEL,Technology,"Computer Software: Programming, Data Processing"
RMTI,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RCKY,Consumer Non-Durables,Shoe Manufacturing
RMCF,Consumer Non-Durables,Specialty Foods
RSTI,Miscellaneous,Industrial Machinery/Components
ROKA,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ROSG,Health Care,Major Pharmaceuticals
ROST,Consumer Services,Clothing/Shoe/Accessory Stores
ROVI,Miscellaneous,Multi-Sector Companies
RBPAA,Finance,Major Banks
RGLD,Basic Industries,Precious Metals
ROYL,Energy,Oil & Gas Production
RPXC,Miscellaneous,Multi-Sector Companies
RRM,Consumer Services,Telecommunications Equipment
RTIX,Health Care,Industrial Specialties
RBCN,Technology,Semiconductors
RUSHA,Consumer Durables,Automotive Aftermarket
RUSHB,Consumer Durables,Automotive Aftermarket
RUTH,Consumer Services,Restaurants
RXII,Health Care,Major Pharmaceuticals
RYAAY,Transportation,Air Freight/Delivery Services
STBA,Finance,Major Banks
SANW,Consumer Non-Durables,Farming/Seeds/Milling
SBRA,Consumer Services,Real Estate Investment Trusts
SBRAP,Consumer Services,Real Estate Investment Trusts
SABR,Technology,"Computer Software: Programming, Data Processing"
SAEX,Energy,Oil & Gas Production
SAFT,Finance,Property-Casualty Insurers
SAGE,Health Care,Major Pharmaceuticals
SGNT,Health Care,Major Pharmaceuticals
SAIA,Transportation,Trucking Freight/Courier Services
SAJA,Miscellaneous,Business Services
SALM,Consumer Services,Broadcasting
SAL,Finance,Savings Institutions
SAFM,Consumer Non-Durables,Meat/Poultry/Fish
SNDK,Technology,Electronic Components
SASR,Finance,Major Banks
SGMO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Technology,Electrical Products
GCVRZ,Health Care,Major Pharmaceuticals
SPNS,Technology,Computer Software: Prepackaged Software
SRPT,Health Care,Major Pharmaceuticals
SBFG,Finance,Major Banks
SBFGP,Finance,Major Banks
SBAC,Consumer Services,Telecommunications Equipment
SCSC,Technology,Retail: Computer Software & Peripheral Equipment
SMIT,Capital Goods,Industrial Machinery/Components
SCHN,Consumer Durables,Industrial Specialties
SCHL,Consumer Services,Books
SCLN,Health Care,Major Pharmaceuticals
SGMS,Technology,EDP Services
SQI,Technology,Computer Software: Prepackaged Software
SCYX,Health Care,Major Pharmaceuticals
SEAC,Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Finance,Major Banks
STX,Technology,Electronic Components
SHIP,Transportation,Marine Transportation
SRSC,Consumer Services,Department/Specialty Retail Stores
SHLD,Consumer Services,Department/Specialty Retail Stores
SHLDW,Consumer Services,Department/Specialty Retail Stores
SHOS,Consumer Services,Department/Specialty Retail Stores
SPNE,Health Care,Medical/Dental Instruments
SGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNFCA,Finance,Finance: Consumer Services
SEIC,Finance,Investment Bankers/Brokers/Service
SLCT,Finance,Major Banks
SCSS,Consumer Durables,Home Furnishings
SIGI,Finance,Property-Casualty Insurers
LEDS,Technology,Semiconductors
SMLR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMTC,Technology,Semiconductors
SENEA,Consumer Non-Durables,Packaged Foods
SENEB,Consumer Non-Durables,Packaged Foods
SNMX,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SQNM,Capital Goods,Industrial Machinery/Components
SQBG,Consumer Non-Durables,Apparel
MCRB,Health Care,Major Pharmaceuticals
SREV,Miscellaneous,Business Services
SFBS,Finance,Major Banks
SEV,Energy,Industrial Machinery/Components
SVBI,Finance,Major Banks
SFXE,Consumer Services,Services-Misc. Amusement & Recreation
SGOC,Technology,Radio And Television Broadcasting And Communications Equipment
SMED,Basic Industries,Environmental Services
SHEN,Public Utilities,Telecommunications Equipment
SHLO,Capital Goods,Industrial Specialties
SHPG,Health Care,Major Pharmaceuticals
SCVL,Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Finance,Major Banks
SHOR,Public Utilities,Telecommunications Equipment
SFLY,Miscellaneous,Other Consumer Services
SIFI,Finance,Savings Institutions
SIEB,Finance,Investment Bankers/Brokers/Service
SIEN,Health Care,Industrial Specialties
BSRR,Finance,Major Banks
SWIR,Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Technology,"Computer Software: Programming, Data Processing"
SIGM,Technology,Semiconductors
SGMA,Technology,Electrical Products
SGNL,Health Care,Medical Specialities
SBNY,Finance,Major Banks
SBNYW,Finance,Major Banks
SLGN,Consumer Durables,Containers/Packaging
SILC,Technology,Computer Communications Equipment
SGI,Technology,Computer Manufacturing
SLAB,Technology,Semiconductors
SIMO,Technology,Semiconductors
SPIL,Technology,Semiconductors
SSRI,Basic Industries,Precious Metals
SAMG,Finance,Investment Managers
SFNC,Finance,Major Banks
SLP,Technology,EDP Services
SINA,Technology,Computer Software: Prepackaged Software
SBGI,Consumer Services,Broadcasting
SINO,Transportation,Oil Refining/Marketing
SVA,Health Care,Major Pharmaceuticals
SIRI,Consumer Services,Broadcasting
SIRO,Health Care,Medical/Dental Instruments
SITO,Miscellaneous,Business Services
SZMK,Consumer Services,Advertising
SKUL,Consumer Non-Durables,Consumer Electronics/Appliances
SKYS,Public Utilities,Electric Utilities: Central
SKLN,Health Care,Industrial Specialties
SKLNU,Health Care,Industrial Specialties
MOBI,Technology,Computer Software: Prepackaged Software
SPU,Consumer Non-Durables,Packaged Foods
SKBI,Health Care,Major Pharmaceuticals
SKYW,Transportation,Air Freight/Delivery Services
SWKS,Technology,Semiconductors
ISM,Finance,Finance: Consumer Services
JSM,Finance,Finance: Consumer Services
OSM,Finance,Finance: Consumer Services
SLM,Finance,Finance: Consumer Services
SLMAP,Finance,Finance: Consumer Services
SLMBP,Finance,Finance: Consumer Services
SMT,Technology,Computer peripheral equipment
SPRO,Consumer Services,Other Consumer Services
SWHC,Capital Goods,Ordnance And Accessories
SMSI,Technology,Computer Software: Prepackaged Software
SMTX,Technology,Electrical Products
SMTP,Technology,Advertising
LNCE,Consumer Non-Durables,Specialty Foods
SODA,Consumer Durables,Consumer Electronics/Appliances
SOHU,Technology,EDP Services
SLRC,n/a,n/a
SUNS,n/a,n/a
SLTD,Public Utilities,Telecommunications Equipment
SCTY,Basic Industries,Engineering & Construction
SEDG,Technology,Semiconductors
SZYM,Basic Industries,Major Chemicals
SONC,Consumer Services,Restaurants
SOFO,Technology,Radio And Television Broadcasting And Communications Equipment
SONS,Technology,EDP Services
SPHS,n/a,n/a
SORL,Capital Goods,Auto Parts:O.E.M.
SRNE,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Consumer Services,Real Estate Investment Trusts
SOHOL,Consumer Services,Hotels/Resorts
SOHOM,Consumer Services,Hotels/Resorts
SFBC,Finance,Savings Institutions
SSB,Finance,Major Banks
SOCB,Finance,Major Banks
SFST,Finance,Major Banks
SMBC,Finance,Banks
SONA,Finance,Major Banks
SBSI,Finance,Major Banks
OKSB,Finance,Major Banks
SP,Consumer Services,Rental/Leasing Companies
SPAN,Health Care,Industrial Specialties
SBSA,Consumer Services,Broadcasting
SGRP,Miscellaneous,Business Services
SPKE,Public Utilities,Power Generation
ONCE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPAR,Capital Goods,Auto Manufacturing
SPTN,Consumer Non-Durables,Food Distributors
SPPI,Health Care,Major Pharmaceuticals
SPDC,Technology,Retail: Computer Software & Peripheral Equipment
ANY,Technology,EDP Services
SPEX,Miscellaneous,Multi-Sector Companies
SAVE,Transportation,Air Freight/Delivery Services
SPLK,Technology,Computer Software: Prepackaged Software
SPOK,Public Utilities,Telecommunications Equipment
SPWH,Consumer Services,Other Specialty Stores
FUND,Consumer Services,Miscellaneous
SFM,Consumer Services,Food Chains
SPSC,Technology,Computer Software: Prepackaged Software
SSNC,Technology,Computer Software: Prepackaged Software
STAA,Health Care,Ophthalmic Goods
STAF,Technology,Professional Services
STMP,Miscellaneous,Business Services
STLY,Consumer Durables,Home Furnishings
SPLS,Consumer Services,Other Specialty Stores
SBLK,Transportation,Marine Transportation
SBLKL,Transportation,Marine Transportation
SBUX,Consumer Services,Restaurants
STRZA,Consumer Services,Television Services
STRZB,Consumer Services,Television Services
STFC,Finance,Property-Casualty Insurers
STBZ,Finance,Major Banks
SIBC,Finance,Savings Institutions
SNC,Finance,Property-Casualty Insurers
STDY,Health Care,Major Pharmaceuticals
GASS,Transportation,Marine Transportation
STLD,Basic Industries,Steel/Iron Ore
SXCL,Energy,Oilfield Services/Equipment
SMRT,Consumer Services,Clothing/Shoe/Accessory Stores
STNR,Consumer Services,Other Consumer Services
SBOT,Health Care,Major Pharmaceuticals
STEM,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STML,Health Care,Major Pharmaceuticals
STXS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SRCL,Basic Industries,Environmental Services
SRCLP,Basic Industries,Environmental Services
STRL,Basic Industries,Military/Government/Technical
SHOO,Consumer Non-Durables,Shoe Manufacturing
SSFN,Finance,Major Banks
STCK,Consumer Services,RETAIL: Building Materials
SYBT,Finance,Major Banks
BANX,n/a,n/a
SGBK,n/a,n/a
SSYS,Technology,Computer peripheral equipment
STRT,Capital Goods,Auto Parts:O.E.M.
STRS,Consumer Services,Homebuilding
STRA,Consumer Services,Other Consumer Services
STRM,Technology,EDP Services
SBBP,Health Care,Major Pharmaceuticals
STB,Transportation,Other Transportation
SCMP,Health Care,Major Pharmaceuticals
SUBK,Finance,Major Banks
SUMR,Consumer Durables,Miscellaneous manufacturing industries
SMMF,Finance,Major Banks
SSBI,n/a,n/a
SMMT,Health Care,Major Pharmaceuticals
SNBC,Finance,Commercial Banks
SNHY,Capital Goods,Metal Fabrications
SEMI,Technology,Semiconductors
SNSS,Health Care,Major Pharmaceuticals
STKL,Consumer Services,Farming/Seeds/Milling
SPWR,Technology,Semiconductors
RUN,Capital Goods,Industrial Specialties
SBCP,Finance,Savings Institutions
SSH,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMCI,Technology,Computer Manufacturing
SPCB,Technology,Semiconductors
SCON,Technology,Radio And Television Broadcasting And Communications Equipment
SGC,Consumer Non-Durables,Apparel
SUPN,Health Care,Major Pharmaceuticals
SPRT,Technology,EDP Services
SGRY,Health Care,Hospital/Nursing Management
SCAI,Health Care,Medical Specialities
SRDX,Health Care,Medical/Dental Instruments
SBBX,Finance,Major Banks
TOR,Capital Goods,Steel/Iron Ore
SIVB,Finance,Major Banks
SIVBO,Finance,Major Banks
SWSH,Basic Industries,Package Goods/Cosmetics
SYKE,Technology,EDP Services
SYMC,Technology,Computer Software: Prepackaged Software
SSRG,Health Care,Industrial Specialties
SYNC,Technology,"Computer Software: Programming, Data Processing"
SYNL,Basic Industries,Steel/Iron Ore
SYNA,Technology,EDP Services
SNCR,Technology,EDP Services
SGYP,Health Care,Major Pharmaceuticals
SGYPU,Health Care,Major Pharmaceuticals
SGYPW,Health Care,Major Pharmaceuticals
ELOS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNPS,Technology,Computer Software: Prepackaged Software
SNTA,Health Care,Major Pharmaceuticals
SYNT,Technology,EDP Services
SYMX,Basic Industries,Major Chemicals
SYUT,Consumer Non-Durables,Packaged Foods
SYPR,Capital Goods,Industrial Machinery/Components
SYRX,Technology,EDP Services
TROW,Finance,Investment Bankers/Brokers/Service
TTOO,Health Care,Medical/Dental Instruments
TAIT,Consumer Non-Durables,Electronic Components
TTWO,Technology,Computer Software: Prepackaged Software
TLMR,Finance,Major Banks
TNDM,Health Care,Medical/Dental Instruments
TLF,Consumer Non-Durables,Apparel
TNGO,Technology,Computer Software: Prepackaged Software
TANH,Basic Industries,Major Chemicals
TEDU,Consumer Services,Other Consumer Services
TASR,Capital Goods,Ordnance And Accessories
TATT,Capital Goods,Aerospace
TAYD,Capital Goods,Industrial Machinery/Components
TCPC,n/a,n/a
TEAR,Health Care,Medical/Dental Instruments
TECD,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,Miscellaneous,Business Services
TGLS,Consumer Durables,Electronic Components
TGEN,Capital Goods,Industrial Machinery/Components
TSYS,Technology,Computer Software: Prepackaged Software
TNAV,Capital Goods,Industrial Machinery/Components
TTEC,Technology,Professional Services
TLGT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TENX,Health Care,Biotechnology: Commercial Physical & Biological Resarch
GLBL,Public Utilities,Electric Utilities: Central
TERP,Public Utilities,Electric Utilities: Central
TRTL,Finance,Business Services
TRTLU,Finance,Business Services
TRTLW,Finance,Business Services
TBNK,Finance,Savings Institutions
TSRO,Health Care,Major Pharmaceuticals
TESO,Energy,Metal Fabrications
TSLA,Capital Goods,Auto Manufacturing
TESS,Consumer Non-Durables,Electronic Components
TSRA,Technology,Semiconductors
TTEK,Consumer Services,Military/Government/Technical
TLOG,Health Care,Major Pharmaceuticals
TTPH,Health Care,Major Pharmaceuticals
TCBI,Finance,Major Banks
TCBIL,Finance,Major Banks
TCBIP,Finance,Major Banks
TCBIW,Finance,Major Banks
TXN,Technology,Semiconductors
TXRH,Consumer Services,Restaurants
TFSL,Finance,Savings Institutions
TGTX,Health Care,Major Pharmaceuticals
ABCO,Consumer Services,Other Consumer Services
ANDE,Consumer Services,Farming/Seeds/Milling
TBBK,Finance,Major Banks
BONT,Consumer Services,Department/Specialty Retail Stores
CG,Finance,Investment Managers
CAKE,Consumer Services,Restaurants
CHEF,Consumer Non-Durables,Food Distributors
TCFC,Finance,Major Banks
DSGX,Technology,Computer Software: Prepackaged Software
DXYN,Consumer Durables,Home Furnishings
ENSG,Health Care,Hospital/Nursing Management
XONE,Capital Goods,Industrial Machinery/Components
FINL,Consumer Services,Clothing/Shoe/Accessory Stores
FBMS,Finance,Major Banks
FLIC,Finance,Major Banks
TFM,Consumer Services,Food Chains
GT,Consumer Durables,Automotive Aftermarket
HABT,Consumer Services,Restaurants
HCKT,Consumer Services,Professional Services
HAIN,Consumer Non-Durables,Packaged Foods
CUBA,n/a,n/a
INTG,Consumer Services,Building operators
JYNT,Miscellaneous,Multi-Sector Companies
KEYW,Technology,EDP Services
KHC,Consumer Non-Durables,Packaged Foods
MDCO,Health Care,Major Pharmaceuticals
MIK,Consumer Services,Recreational Products/Toys
MIDD,Technology,Industrial Machinery/Components
NAVG,Finance,Property-Casualty Insurers
STKS,Consumer Services,Restaurants
PCLN,Miscellaneous,Business Services
PRSC,Consumer Services,Transportation Services
BITE,n/a,n/a
RMRAV,n/a,n/a
SPNC,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ULTI,Technology,Computer Software: Prepackaged Software
YORW,Public Utilities,Water Supply
NCTY,Miscellaneous,Business Services
TBPH,Health Care,Major Pharmaceuticals
THRX,Health Care,Major Pharmaceuticals
TST,Consumer Services,Newspapers/Magazines
TCRD,n/a,n/a
THLD,Health Care,Major Pharmaceuticals
THTI,Capital Goods,Metal Fabrications
TICC,n/a,n/a
TTS,Consumer Services,Home Furnishings
TIL,Finance,Property-Casualty Insurers
TSBK,Finance,Banks
TIPT,Finance,Specialty Insurers
TITN,Consumer Services,Other Specialty Stores
TTNP,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TIVO,Consumer Services,Television Services
TMUS,Public Utilities,Telecommunications Equipment
TMUSP,Public Utilities,Telecommunications Equipment
TBRA,Health Care,Major Pharmaceuticals
TKAI,Health Care,Major Pharmaceuticals
